STT,CID,SMILES,IC50 (uM),"1,3-diphenylurea",1H-indazole,Beta-carboline,Dihydropyridine,Furan,"Imidazo(2,1-b)thiazole",Imidazole,Indole,Isoquinoline,"Naphtho(2,3-d)imidazole-4,9-dione","Naphtho(2,3-d)thiazole-4,9-dione",Naphthoquinone,Quinoline,Quinone,Quinoxaline,Thiohydantoin,Thiophene,Triazole,Tryptophan,"1H-indole-4,7-dione","5H-imidazo(5,1-a)isoindole",Brassinin,Tryptanthrin,"3-(1H-indol-3-yl)pyrrolidine-2,5-dione",Other
178,4099901,C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2NC(=N4)C5=CC=CC=C5F,"169,5",,,,,,,x,,,,,,,,,,,,,,,,,,
179,4190125,C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=CC=C(C=C3)Cl,"0,63",,,,,,,,x,,,,,,,,,,,,,,x,,,
180,4310362,C1=CC(=CC=C1NC2=CC=C(C3=NON=C23)[N+](=O)[O-])Br,68,,,,,,,,,,,,,,,,,,,,,,,,,x
181,4381769,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C=CS2,15,,,,,,,,,,,,,,,,,,,,,,,,,x
182,4456830,C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=CC=CC=C3C(F)(F)F,"1,58",,,,,,,,x,,,,,,,,,,,,,,x,,,
183,5240714,C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=CC(=CC=C3)[N+](=O)[O-],"3,74",,,,,,,,x,,,,,,,,,,,,,,x,,,
184,5305899,CC1=C2C(=NOC2=NC(=C1Cl)C)N,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,x
185,5318350,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CC[C@@H](C4(C)C)O,"7,56",,,,,x,,,,,,,,,,,,,,,,,,,,
186,5353853,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl,28,,,,,,,x,,,,,,,,,,,,,,,,,,
187,5382764,C1=CC=C2C(=C1)C=C(N2)/C=C/[N+](=O)[O-],"2,79",,,,,,,,x,,,,,,,,,,,,,,x,,,
188,5712754,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)O/N=C(\C3=CC=C(C=C3)OC4=C(C=C(C=C4)C(F)(F)F)[N+](=O)[O-])/N,20,,,,,,,,,,,,,,,,,,,,,,,,,x
189,5937842,CC1=C(SN=N1)C(=O)O/N=C(\COC2=CC=C(C=C2)C3SCCS3)/N,50,,,,,,,,,,,,,,,,,,,,,,,,,x
190,6223130,C1/C(=N\NC2=NC(=CS2)C3=CC=CC=C3)/C4=CC=CC=C4C1=O,"10,39",,,,,,,,,,,,,,,,,,,,,,,,,x
191,6400901,C1=CC(=CC(=C1)Br)C2=NNN=C2,"1,47",,,,,,,,,,,,,,,,,,x,,,,,,,
192,6409664,C1=CC(=CC(=C1)Cl)C2=NNN=C2,"0,6975",,,,,,,,,,,,,,,,,,x,,,,,,,
193,6419227,CC1=CC(=CC=C1)C2=NNN=C2,"14,5",,,,,,,,,,,,,,,,,,x,,,,,,,
194,6494204,C1=CC(=CC=C1C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N)Cl,"0,909",,,,,,,,,,,,,,,,,,,,,,,,,x
195,6494205,C1=CC(=CC=C1C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N)Br,"0,942",,,,,,,,,,,,,,,,,,,,,,,,,x
196,6512428,C1=C/C(=N/Cl)/C(=N\Cl)/C=C1,"9,17",,,,,,,,,,,,,,,,,,,,,,,,,x
197,7463552,C1=CC=C(C=C1)CCN2C3=C(C=CC(=C3)Cl)OC2=O,"17,91",,,,,,,,,,,,,,,,,,,,,,,,,x
198,8070877,C1=CC(=CC(=C1)F)CN2C3=C(C=CC(=C3)Cl)OC2=O,"9,75",,,,,,,,,,,,,,,,,,,,,,,,,x
199,8071109,C1=CC=C2C(=C1)N(C(=O)O2)CC3=CC(=CC=C3)F,"30,8",,,,,,,,,,,,,,,,,,,,,,,,,x
200,9584160,C1=CC=C(C(=C1)C(=O)O/N=C(/C2=CC=CC(=C2)CS(=O)(=O)C3=CC=C(C=C3)Cl)\N)Cl,60,,,,,,,,,,,,,,,,,,,,,,,,,x
201,9584719,CC1=CC=C(C=C1)N2C(=NN=N2)C/C=N/NC3=CC=C(C=C3)Cl,54,,,,,,,,,,,,,,,,,,,,,,,,,x
202,9685191,C1/C(=N\NC2=NC(=CS2)C3=CC(=CC=C3)O)/C4=CC=CC=C4C1=O,"2,78",,,,,,,,,,,,,,,,,,,,,,,,,x
203,9812842,CC1=CC=CC=C1C2=NNN=C2,"69,5",,,,,,,,,,,,,,,,,,x,,,,,,,
204,9815283,C1=CC(=CC(=C1)O)C2=NNN=C2,205,,,,,,,,,,,,,,,,,,x,,,,,,,
205,9833992,C1=CC(=CN=C1)C2=NNN=C2,796,,,,,,,,,,,,,,,,,,x,,,,,,,
206,9877471,C1=CC(=CC=C1C2=NNN=C2)F,290,,,,,,,,,,,,,,,,,,x,,,,,,,
207,9877511,COC1=CC=CC=C1C2=NNN=C2,1028,,,,,,,,,,,,,,,,,,x,,,,,,,
208,9899224,C1=CC(=CC=C1C2=NNN=C2)C(F)(F)F,2300,,,,,,,,,,,,,,,,,,x,,,,,,,
209,9899225,C1=CC(=CC(=C1)C(F)(F)F)C2=NNN=C2,"7,5",,,,,,,,,,,,,,,,,,x,,,,,,,
210,9920462,C1=CC=C(C(=C1)C2=NNN=C2)F,75,,,,,,,,,,,,,,,,,,x,,,,,,,
211,9920916,C1=CC=C(C(=C1)C2=NNN=C2)Br,"89,8",,,,,,,,,,,,,,,,,,x,,,,,,,
212,9942176,C1=CN=CC=C1C2=NNN=C2,85,,,,,,,,,,,,,,,,,,x,,,,,,,
213,9964175,C1=CC(=CC(=C1)N)C2=NNN=C2,1500,,,,,,,,,,,,,,,,,,x,,,,,,,
214,9964258,C1=CC=C(C(=C1)C2=NNN=C2)Cl,"59,325",,,,,,,,,,,,,,,,,,x,,,,,,,
215,10014426,C1=CC(=CN=C1)/C=C/C2=CNC3=C2C=CC(=C3)F,"413,8",,,,,,,,x,,,,,,,,,,,,,,x,,,
216,10307884,C1=CC=C(C(=C1)C2=CN=CN2)O,"3,166666667",,,,,,,x,,,,,,,,,,,,,,,,,,
217,10355804,COC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,140,,,,,,,x,,,,,,,,,,,,,,,,,,
218,10374898,C1=CC=C2C=C(C(=CC2=C1)CO)N,190,,,,,,,,,,,,,,,,,,,,,,,,,x
219,10583021,C1C2=CC=CC=C2C3=CN=CN31,"5,7",,,,,,,x,,,,,,,,,,,,,,x,,,,
220,10890197,CCOC(=O)C1=CN=C2N1C3=CC=CC=C3S2,100,,,,,,x,x,,,,,,,,,,,,,,,,,,
221,10909696,C1=CN=CC=C1C2=CN=CN2,1800,,,,,,,x,,,,,,,,,,,,,,,,,,
222,11175492,C1=CC(=C(C=C1C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N)Cl)Cl,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,x
223,11209246,C1=CC(=CC=C1C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N)Cl,"1,365",,,,,,,,,,,,,,,,,,,,,,,,,x
224,11255489,C1=CC(=CC(=C1)Cl)C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N,"0,187",,,,,,,,,,,,,,,,,,,,,,,,,x
225,11275256,C1=CC(=CC(=C1)C2=NNN=C2)C#N,"2,85",,,,,,,,,,,,,,,,,,x,,,,,,,
226,11381798,CC1([C@H](CCC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4CO)O)C,"1,13",,,,,x,,,,,,,,,,,,,,,,,,,,
227,11501135,COC1=CC=CC=C1SC2=C(NC3=C2C=C(C=C3)Cl)C(=O)OC,200,,,,,,,,x,,,,,,,,,,,,,,x,,,
228,11580169,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)Br,"0,42",,,,,,,,x,,,,,,,,,,,,,,x,,x,
229,11694196,C1=CC=C(C(=C1)C2=NNN=C2)C(F)(F)F,375,,,,,,,,,,,,,,,,,,x,,,,,,,
230,11757335,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)C)C(=O)OC3=CC(=C(C(=C3C)C)C(=O)O)OC)OC)C)O)C)O,15,,,,,,,,,,,,,,,,,,,,,,,,,x
231,12014591,C1=CC(=CC=C1C2=C(C(=O)NC3=C2C(=O)NC(=O)N3)C#N)F,"1,149",,,,,,,,,,,,,,,,,,,,,,,,,x
232,12168693,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(C=C4)[N+](=O)[O-],"8,44",,,x,,,,,x,,,,,,,,,,,,,,x,,,
233,12243104,C1=CC=C2C(=C1)C=CN3C2=CN=C3,22,,,,,,,x,,x,,,,,,,,,,,,,,,,
234,12461545,C1=CC(=CC(=C1)Cl)C2=NC=NN2,31,,,,,,,,,,,,,,,,,,,,,,,,,x
235,12463137,C1=CC(=CC=C1C2=CN=CN2)O,1200,,,,,,,x,,,,,,,,,,,,,,,,,,
236,12471537,COC(=O)C1=CC2=CC=CC=C2C=C1N,460,,,,,,,,,,,,,,,,,,,,,,,,,x
237,12474093,C1=CC(=CC=C1C2=CSC(=S)N2)Br,"3,42572",,,,,,,,,,,,,,,,,,,,,,,,,x
238,12509116,C1=CC(=C(C=C1Cl)N2C=CN=C2)O,"2,1",,,,,,,x,,,,,,,,,,,,,,,,,,
239,12674978,CC(=O)CC1(C2=C(C=CC(=C2)Cl)NC1=O)O,"1,97",,,,,,,,,,,,,,,,,,,,,,,,,x
240,12760607,C1=CC=C(C(=C1)C(CN2C=CN=C2)O)Cl,200,,,,,,,x,,,,,,,,,,,,,,,,,,
241,12800721,C1=CC(=CC=C1CON)F.Cl,"0,98",,,,,,,,,,,,,,,,,,,,,,,,,x
242,12913249,C1=CC=C(C(=C1)N2C=CN=C2)O,16,,,,,,,x,,,,,,,,,,,,,,,,,,
243,13393248,C1=CC=C2C(=C1)C(C(=O)N2)C[C@@H](C(=O)O)N,"3,39",,,,,,,,,,,,,,,,,,,,,,,,,x
244,13642626,C1=CC=C2C(=C1)C=C(S2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,"17,7",,,,,,,x,,,,,,,,,,x,,,,,,,,
245,13762869,C1=CC=C2C(=C1)[C@H]([C@H]3N2C(=O)C4=CC=CC=C4N3)O,16,,,,,,,,,,,,,,,,,,,,,,,,,x
246,13802130,C1=CC=C2C(=C1)C=C3C(=NOC3=N2)N,55,,,,,,,,,,,,,x,,,,,,,,,,,,
247,14063018,C1=CC(=C(C=C1Cl)C2=NNN=N2)N,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,x
248,14142246,CSC(=NC#N)SCC1=CC=CC=C1,"8,05",,,,,,,,,,,,,,,,,,,,,,,,,x
249,14171303,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=N3)C4=CC=CC=N4,"0,029",,,,,,,,,,,x,,,,,,,,,,,,,,
250,14171304,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=N3)C4=CC=NC=C4,"0,0262",,,,,,,,,,,x,,,,,,,,,,,,,,
251,14178483,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=CSC=C3,"63,6",,,,,,,x,,,,,,,,,,x,,,,,,,,
252,14269350,C1=CC(=CC=C1C(=O)CN2C3=C(C=CC(=C3)Cl)OC2=O)Cl,"24,92",,,,,,,,,,,,,,,,,,,,,,,,,x
253,14269353,C1=CC=C2C(=C1)N(C(=O)O2)CC(C3=CC=C(C=C3)Cl)O,"50,81",,,,,,,,,,,,,,,,,,,,,,,,,x
254,14269354,C1=CC(=CC=C1C(CN2C3=C(C=CC(=C3)Cl)OC2=O)O)Cl,"62,66",,,,,,,,,,,,,,,,,,,,,,,,,x
255,14609844,CC1=COC2=C1C(=O)OC(=O)C3=C2C=CC4=C3CCCC4(C)C,10,,,,,x,,,,,,,,,,,,,,,,,,,,
256,14694516,C1C(C(=O)NC1=O)C2=CC=CC3=CC=CC=C32,18,,,,,,,,,,,,,,,,,,,,,,,,,x
257,14698017,C1=CC=C(C(=C1)C2=CN=CN2)N,18,,,,,,,x,,,,,,,,,,,,,,,,,,
258,15326268,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Br,"0,37",,,,,,,,x,,,,,,,,,,,,,,x,,x,
259,16069892,C1CN(C2=CC=CC=C21)CC3=NN=C4N3N=C(CS4)C5=CC=CC=C5,30,,,,,,,,,,,,,,,,,,,,,,,,,x
260,16069930,CCOC1=CC=C(C=C1)NCC2=NN=C3N2N=C(CS3)C4=CC=CS4,30,,,,,,,,,,,,,,,,,x,,,,,,,,
261,16069933,COC1=CC=CC(=C1)NCC2=NN=C3N2N=C(CS3)C4=CC=C(C=C4)Br,"20,6",,,,,,,,,,,,,,,,,,,,,,,,,x
262,16069934,COC1=CC=CC(=C1)C2=NN3C(=NN=C3SC2)CNC4=CC(=CC=C4)OC,30,,,,,,,,,,,,,,,,,,,,,,,,,x
263,16090079,CCOC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)C=CC=N4,"0,977",,,,,,,,,,,,,,,,,,,,,,,,,x
264,16228806,C1=CC2=C(C=C1Cl)N=C(S2)NN,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,x
265,16735253,COC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)Cl,"17,5",,,,,,,,x,,,,,,,,,,,,,,x,,,
266,16735254,COC1=CC(=CC(=C1OC)OC)SC2=CNC3=C2C=C(C=C3)Cl,40,,,,,,,,x,,,,,,,,,,,,,,x,,,
267,16738251,CC1=CC(=CC(=C1)SC2=CNC3=C2C=C(C=C3)Cl)C,20,,,,,,,,x,,,,,,,,,,,,,,x,,,
268,17750145,C1=CC(=CC(=C1)Br)CON.Cl,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,x
269,18525978,C1=CC=C(C(=C1)CON)Br.Cl,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,x
270,18525980,C1=CC(=C(C(=C1)Cl)Cl)CON.Cl,"0,45",,,,,,,,,,,,,,,,,,,,,,,,,x
271,18525982,C1=CC=C(C(=C1)CON)C(F)(F)F.Cl,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,x
272,18525983,COC1=CC=CC=C1CON.Cl,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,x
273,18525997,COC1=CC=CC(=C1)CON.Cl,"9,5",,,,,,,,,,,,,,,,,,,,,,,,,x
274,18526040,C1=CC(=CC=C1CON)C(F)(F)F.Cl,"8,9",,,,,,,,,,,,,,,,,,,,,,,,,x
275,19702149,C1=CC=C(C(=C1)C2=NNN=C2)N,"64,33333333",,,,,,,,,,,,,,,,,,x,,,,,,,
276,19974989,C1=CC=C(C(=C1)CON)Cl.Cl,"0,63",,,,,,,,,,,,,,,,,,,,,,,,,x
277,20525178,C1=CC(=C(C=C1C(CN2C=CN=C2)O)Cl)Cl,830,,,,,,,x,,,,,,,,,,,,,,,,,,
278,20963521,CCOC1=CC(=CC(=C1OCC)OCC)CNC(=O)C2=C(OC=N2)C3=CC=C(C=C3)OC,"0,0063",,,,,,,,,,,,,,,,,,,,,,,,,x
279,21192890,C1=CC=C(C(=C1)CON)F.Cl,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,x
280,21439075,C1=CC(=C(C=C1Cl)C2=NC=NN2)N,"0,0345",,,,,,,,,,,,,,,,,,,,,,,,,x
281,21683122,C1=CC(=C(C=C1CON)Cl)Cl.Cl,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,x
282,21723626,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NNN=C2,"19,5",,,,,,,,,,,,,,,,,,x,,,,,,,
283,21798789,C1=CC(=C(C=C1Cl)Cl)CCN2C=CN=C2,820,,,,,,,x,,,,,,,,,,,,,,,,,,
284,22009901,CCC1=CC=CC=C1C2=NNN=C2,165,,,,,,,,,,,,,,,,,,x,,,,,,,
285,22989754,C1=CC=C(C=C1)/C=C/CON.Cl,"7,1",,,,,,,,,,,,,,,,,,,,,,,,,x
286,22989786,C1=CC(=CC=C1C(C2=CC=C(C=C2)F)ON)F.Cl,"5,34",,,,,,,,,,,,,,,,,,,,,,,,,x
287,22989894,C1=CC=C(C=C1)C2=CC=C(C=C2)CON.Cl,12,,,,,,,,,,,,,,,,,,,,,,,,,x
288,23063802,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,"1,676666667",,,,,,,,x,,,,,,,,,,,,,,x,,x,
289,23063810,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,"0,758",,,,,,,,x,,,,,,,,,,,,,,x,,x,
290,23206139,C1=CC(=CC(=C1)F)CON.Cl,1,,,,,,,,,,,,,,,,,,,,,,,,,x
291,23332019,C1=CC=C(C(=C1)C=O)C2=NNN=C2,1300,,,,,,,,,,,,,,,,,,x,,,,,,,
292,23766450,C1=CC(=C(C=C1C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N)Cl)Cl,"0,577",,,,,,,,,,,,,,,,,,,,,,,,,x
293,24197834,CC1=CC(=O)N2COC3=C2C1=CC4=C3N(C(=O)C=C4CN(C)C)C.Cl,"26,97",,,,,,,,,,,,,x,,,,,,,,,,,,
294,24208795,CC1=CC(=NC2=C1C(=NO2)N)C,55,,,,,,,,,,,,,,,,,,,,,,,,,x
295,24264313,C1=CC(=CC(=C1)F)CN2C3=C(C=CC(=C3)N)OC2=O,100,,,,,,,,,,,,,,,,,,,,,,,,,x
296,24728063,C1=C(C=C2C(=C1N)C=NN2)Br,"9,015",,x,,,,,,,,,,,,,,,,,,,,,,,
297,24741909,C1=CC=C(C=C1)COC(=O)NCCC2C3=CC=CC=C3NC2=O,"2,31",,,,,,,,,,,,,,,,,,,,,,,,,x
298,24836638,C1=CC=C(C=C1)CSC(=O)SCCN.Cl,"7,65",,,,,,,,,,,,,,,,,,,,,,,,,x
299,24971326,C1=CC(=C(C(=C1)O)C2=CN=CN2)O,"5,3",,,,,,,x,,,,,,,,,,,,,,,,,,
300,24971327,C1=CC(=CC(=C1)S)C2=CN=CN2,"7,6",,,,,,,x,,,,,,,,,,,,,,,,,,
301,24971328,C1=CC(=CC=C1C2=CN=CN2)S,"7,7",,,,,,,x,,,,,,,,,,,,,,,,,,
302,24971329,C1=CC=C(C(=C1)C2=CN=CN2)S,25,,,,,,,x,,,,,,,,,,,,,,,,,,
303,24971332,C1=CC(=CC(=C1)O)C2=CN=CN2,365,,,,,,,x,,,,,,,,,,,,,,,,,,
304,25097423,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)Br,10,,,,,x,,,,,,,,,,,,,,,,,,,,
305,25211983,CN(C)CCNC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)N=CC=C4,"0,4325",,,,,,,,,,,,,,,,,,,,,,,,,x
306,25211984,CN(C)CCNC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)C=CC=N4,"0,7115",,,,,,,,,,,,,,,,,,,,,,,,,x
307,25241854,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C(=CC3=O)NCC(C4=CC=C(C=C4)OC)O)CCNC(=O)OC(C)(C)C,"26,9",,,,,,,,,,,,,,,,,,,,x,,,,,
308,25241855,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C=C(C3=O)NCC(C4=CC=C(C=C4)OC)O)CCNC(=O)OC(C)(C)C,"10,1",,,,,,,,,,,,,,,,,,,,x,,,,,
309,25241856,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)C(CN4)C5=CC=C(C=C5)OC)CCN,"2,8",,,,,,,,,,,,,,,,,,,,x,,,,,
310,25241857,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)C(=CN4)C5=CC=C(C=C5)OC)CCN,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,x
311,25241896,CC1=CC=C(C=C1)S(=O)(=O)N2C=C3CCN=C4C3=C2C(=O)C5=C4C(=CN5)C6=CC=C(C=C6)OC,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,x
312,25241897,COC1=CC=C(C=C1)C2=CNC3=C2C4=NCCC5=CNC(=C54)C3=O,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,x
313,26367530,COC1=CC=CC=C1CC2=CNC3=C2C=C(C=C3)Cl,63,,,,,,,,x,,,,,,,,,,,,,,x,,,
314,26921488,C1=CC=C(C=C1)C2=CSC3=C2C(=O)N(C=N3)CC(=O)NC(=O)NC4=CC=CC=C4,30,,,,,,,,,,,,,,,,,x,,,,,,,,
315,28342906,CC1=NC2=C(C=C1)C(=NO2)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
316,30762236,C1=CC=C(C=C1)CNC(=O)NC(=O)CN2C=NC3=C(C2=O)C(=CS3)C4=CC=C(C=C4)F,30,,,,,,,,,,,,,,,,,x,,,,,,,,
317,35353466,C1=CC(=CC=C1CN2C3=C(C=CC(=C3)[N+](=O)[O-])OC2=O)Cl,"99,35",,,,,,,,,,,,,,,,,,,,,,,,,x
318,35354409,C1=CC(=CC(=C1)F)CN2C3=C(C=CC(=C3)[N+](=O)[O-])OC2=O,"99,83",,,,,,,,,,,,,,,,,,,,,,,,,x
319,36688758,CC[C@@H](CNC1=C2C(=CC(=C1)OC)C=CC=N2)NC3CCCCC3,1000,,,,,,,,,,,,,x,,,,,,,,,,,,
320,44156271,C[C@@H]1C(=O)N[C@@](C2=NC3=C(C=CC=CO3)C(=O)N12)(CC4=CC=CC=C4)O,14,,,,,,,,,,,,,,,,,,,,,,,,,x
321,44269390,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(C=C4)C#N,50,,,x,,,,,x,,,,,,,,,,,,,,x,,,
322,44269391,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=CC(=C4)C#N,50,,,x,,,,,x,,,,,,,,,,,,,,x,,,
323,44269463,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC(=CC=C4)[N+](=O)[O-],"8,28",,,x,,,,,x,,,,,,,,,,,,,,x,,,
324,44269503,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(C=C4)Cl,"7,58",,,x,,,,,x,,,,,,,,,,,,,,x,,,
325,44269504,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC(=CC=C4)Cl,50,,,x,,,,,x,,,,,,,,,,,,,,x,,,
326,44269517,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CN=CN4,"3,53",,,x,,,,x,x,,,,,,,,,,,,,,x,,,
327,44467660,C1=CC=C(C=C1)CCOC2=CC=CC=C2C3=CN=CN3,"9,1",,,,,,,x,,,,,,,,,,,,,,,,,,
328,44467799,C1=CC=C(C=C1)COC2=CC=CC=C2C3=CN=CN3,18,,,,,,,x,,,,,,,,,,,,,,,,,,
329,44468002,CC(C)(C)CCN1C=NC=C1C2=CC=CC=C2O,23,,,,,,,x,,,,,,,,,,,,,,,,,,
330,44818971,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C=C(C3=O)NCC(C4=CC=C(C=C4)OC)O,"8,8",,,,,,,,,,,,,,,,,,,,x,,,,,
331,44818972,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C(=CC3=O)NCC(C4=CC=C(C=C4)OC)O,"2,5",,,,,,,,,,,,,,,,,,,,x,,,,,
332,44818973,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C4=C(C3=O)NCC4C5=CC=C(C=C5)OC,"5,6",,,,,,,,,,,,,,,,,,,,x,,,,,
333,44818974,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C4=C(C3=O)C(CN4)C5=CC=C(C=C5)OC,"1,8",,,,,,,,,,,,,,,,,,,,x,,,,,
334,44819148,COC1=CC=C(C=C1)C2=CNC3=C2C(=O)C4=C(C3=O)C=CN4,"22,4",,,,,,,,,,,,,,,,,,,,,,,,,x
335,44819149,COC1=CC=C(C=C1)C2=CNC3=C2C(=O)C4=C(C3=O)NC=C4,"12,6",,,,,,,,,,,,,,,,,,,,,,,,,x
336,45120708,C1=CC(=CC(=C1)Cl)C2=CN=CN2,"2,6",,,,,,,x,,,,,,,,,,,,,,,,,,
337,45158558,C1=CC=C(C(=C1)CON)I.Cl,"0,57",,,,,,,,,,,,,,,,,,,,,,,,,x
338,45248340,C1CC(CN(C1)CC2=CC=CC=C2O)C3=C(C=NN3)C4=CC=C(C=C4)Cl,"18,6",,,,,,,,,,,,,,,,,,,,,,,,,x
339,45482932,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)NCC4C5=CC=C(C=C5)OC)CCN,"5,6",,,,,,,,,,,,,,,,,,,,x,,,,,
340,45482936,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)NC=C4C5=CC=C(C=C5)OC)CCN,"11,9",,,,,,,,,,,,,,,,,,,,,,,,,x
341,45482946,CC1=CC=C(C=C1)S(=O)(=O)N2C=C3CCN=C4C3=C2C(=O)C5=C4NC=C5C6=CC=C(C=C6)OC,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,x
342,45482949,COC1=CC=C(C=C1)C2=CNC3=C2C(=O)C4=C5C3=NCCC5=CN4,"7,1",,,,,,,,,,,,,,,,,,,,,,,,,x
343,46871895,C1=CC=C2C(=C1)C(=C3N2C(=O)C4=C(N3)N=CC=C4)N=O,"5,5",,,,,,,,x,,,,,,,,,,,,,,x,,,
344,47827438,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)C#N,"0,09666666667",,,,,,,x,,,,,,,,,,,,,,,,,,
345,47827446,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)F,"0,961",,,,,,,x,,,,,,,,,,,,,,,,,,
346,51003508,CC[C@@H](C)C1=C2N=C3[C@](C=CC=CO3)(C(=O)N2[C@H](C(=O)N1)CC4=CC=CC=C4)OC,14,,,,,,,,,,,,,,,,,,,,,,,,,x
347,52935731,C1CCC(CC1)CCOC2=CC=CC(=C2C3=CN=CN3)O,"1,7",,,,,,,x,,,,,,,,,,,,,,,,,,
348,52936167,C1=CC(=C(C=C1F)C2=CN=CN2)O,"1,7",,,,,,,x,,,,,,,,,,,,,,,,,,
349,53093882,CC(C)C(=O)N1CCC2=C1C=CC(=C2)CNC(=O)C3=CC=CO3,"0,092",,,,,x,,,,,,,,,,,,,,,,,,,,
350,54603556,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=CC(=C(C=C3O2)O)O)O)O)O,"16,3",,,,,,,,,,,,,,,,,,,,,,,,,x
351,55254080,C1=CC(=C(C=C1Cl)C2=CN=CN2)O,"0,55",,,,,,,x,,,,,,,,,,,,,,,,,,
352,55281687,C1=CN=CC2=C1ON=C2N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
353,55289751,C1=C2C(=NOC2=NC=N1)N,100,,,,,,,,,,,,,,,,,,,,,,,,,x
354,57408307,CN1C(C2=NC3=CC=CC=C3C(=O)N2C4=CC=CC=C4C1=O)[C@@H](C5=CC=CC=C5)O,"21,2",,,,,,,,,,,,,,,,,,,,,,,,,x
