STT,CID,SMILES,IC50 (uM),Substructures
255,14609844,CC1=COC2=C1C(=O)OC(=O)C3=C2C=CC4=C3CCCC4(C)C,10,Furan
256,14694516,C1C(C(=O)NC1=O)C2=CC=CC3=CC=CC=C32,18,Other
257,14698017,C1=CC=C(C(=C1)C2=CN=CN2)N,18,Imidazole
258,15326268,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Br,0.37,"Indole; Brassinin; 3-(1H-indol-3-yl)pyrrolidine-2,5-dione"
259,16069892,C1CN(C2=CC=CC=C21)CC3=NN=C4N3N=C(CS4)C5=CC=CC=C5,30,Other
260,16069930,CCOC1=CC=C(C=C1)NCC2=NN=C3N2N=C(CS3)C4=CC=CS4,30,Thiophene
261,16069933,COC1=CC=CC(=C1)NCC2=NN=C3N2N=C(CS3)C4=CC=C(C=C4)Br,20.6,Other
262,16069934,COC1=CC=CC(=C1)C2=NN3C(=NN=C3SC2)CNC4=CC(=CC=C4)OC,30,Other
263,16090079,CCOC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)C=CC=N4,0.977,Other
264,16228806,C1=CC2=C(C=C1Cl)N=C(S2)NN,1.5,Other
265,16735253,COC1=CC=CC=C1SC2=CNC3=C2C=C(C=C3)Cl,17.5,Indole; Brassinin
266,16735254,COC1=CC(=CC(=C1OC)OC)SC2=CNC3=C2C=C(C=C3)Cl,40,Indole; Brassinin
267,16738251,CC1=CC(=CC(=C1)SC2=CNC3=C2C=C(C=C3)Cl)C,20,Indole; Brassinin
268,17750145,C1=CC(=CC(=C1)Br)CON.Cl,0.32,Other
269,18525978,C1=CC=C(C(=C1)CON)Br.Cl,1.6,Other
270,18525980,C1=CC(=C(C(=C1)Cl)Cl)CON.Cl,0.45,Other
271,18525982,C1=CC=C(C(=C1)CON)C(F)(F)F.Cl,2.5,Other
272,18525983,COC1=CC=CC=C1CON.Cl,5.4,Other
273,18525997,COC1=CC=CC(=C1)CON.Cl,9.5,Other
274,18526040,C1=CC(=CC=C1CON)C(F)(F)F.Cl,8.9,Other
275,19702149,C1=CC=C(C(=C1)C2=NNN=C2)N,64.33333333,Triazole
276,19974989,C1=CC=C(C(=C1)CON)Cl.Cl,0.63,Other
277,20525178,C1=CC(=C(C=C1C(CN2C=CN=C2)O)Cl)Cl,830,Imidazole
278,20963521,CCOC1=CC(=CC(=C1OCC)OCC)CNC(=O)C2=C(OC=N2)C3=CC=C(C=C3)OC,0.0063,Other
279,21192890,C1=CC=C(C(=C1)CON)F.Cl,1.4,Other
280,21439075,C1=CC(=C(C=C1Cl)C2=NC=NN2)N,0.0345,Other
281,21683122,C1=CC(=C(C=C1CON)Cl)Cl.Cl,2.1,Other
282,21723626,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NNN=C2,19.5,Triazole
283,21798789,C1=CC(=C(C=C1Cl)Cl)CCN2C=CN=C2,820,Imidazole
284,22009901,CCC1=CC=CC=C1C2=NNN=C2,165,Triazole
285,22989754,C1=CC=C(C=C1)/C=C/CON.Cl,7.1,Other
286,22989786,C1=CC(=CC=C1C(C2=CC=C(C=C2)F)ON)F.Cl,5.34,Other
287,22989894,C1=CC=C(C=C1)C2=CC=C(C=C2)CON.Cl,12,Other
288,23063802,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)Cl,1.676666667,"Indole; Brassinin; 3-(1H-indol-3-yl)pyrrolidine-2,5-dione"
289,23063810,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,0.758,"Indole; Brassinin; 3-(1H-indol-3-yl)pyrrolidine-2,5-dione"
290,23206139,C1=CC(=CC(=C1)F)CON.Cl,1,Other
291,23332019,C1=CC=C(C(=C1)C=O)C2=NNN=C2,1300,Triazole
292,23766450,C1=CC(=C(C=C1C2C(=C(NC3=C2C(=O)NC(=O)N3)N)C#N)Cl)Cl,0.577,Other
293,24197834,CC1=CC(=O)N2COC3=C2C1=CC4=C3N(C(=O)C=C4CN(C)C)C.Cl,26.97,Quinoline
294,24208795,CC1=CC(=NC2=C1C(=NO2)N)C,55,Other
295,24264313,C1=CC(=CC(=C1)F)CN2C3=C(C=CC(=C3)N)OC2=O,100,Other
296,24728063,C1=C(C=C2C(=C1N)C=NN2)Br,9.015,1H-indazole
297,24741909,C1=CC=C(C=C1)COC(=O)NCCC2C3=CC=CC=C3NC2=O,2.31,Other
298,24836638,C1=CC=C(C=C1)CSC(=O)SCCN.Cl,7.65,Other
299,24971326,C1=CC(=C(C(=C1)O)C2=CN=CN2)O,5.3,Imidazole
300,24971327,C1=CC(=CC(=C1)S)C2=CN=CN2,7.6,Imidazole
301,24971328,C1=CC(=CC=C1C2=CN=CN2)S,7.7,Imidazole
302,24971329,C1=CC=C(C(=C1)C2=CN=CN2)S,25,Imidazole
303,24971332,C1=CC(=CC(=C1)O)C2=CN=CN2,365,Imidazole
304,25097423,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)Br,10,Furan
305,25211983,CN(C)CCNC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)N=CC=C4,0.4325,Other
306,25211984,CN(C)CCNC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)C=CC=N4,0.7115,Other
307,25241854,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C(=CC3=O)NCC(C4=CC=C(C=C4)OC)O)CCNC(=O)OC(C)(C)C,26.9,"1H-indole-4,7-dione"
308,25241855,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C=C(C3=O)NCC(C4=CC=C(C=C4)OC)O)CCNC(=O)OC(C)(C)C,10.1,"1H-indole-4,7-dione"
309,25241856,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)C(CN4)C5=CC=C(C=C5)OC)CCN,2.8,"1H-indole-4,7-dione"
310,25241857,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)C(=CN4)C5=CC=C(C=C5)OC)CCN,5.4,Other
311,25241896,CC1=CC=C(C=C1)S(=O)(=O)N2C=C3CCN=C4C3=C2C(=O)C5=C4C(=CN5)C6=CC=C(C=C6)OC,2.2,Other
312,25241897,COC1=CC=C(C=C1)C2=CNC3=C2C4=NCCC5=CNC(=C54)C3=O,0.9,Other
313,26367530,COC1=CC=CC=C1CC2=CNC3=C2C=C(C=C3)Cl,63,Indole; Brassinin
314,26921488,C1=CC=C(C=C1)C2=CSC3=C2C(=O)N(C=N3)CC(=O)NC(=O)NC4=CC=CC=C4,30,Thiophene
315,28342906,CC1=NC2=C(C=C1)C(=NO2)N,100,Other
316,30762236,C1=CC=C(C=C1)CNC(=O)NC(=O)CN2C=NC3=C(C2=O)C(=CS3)C4=CC=C(C=C4)F,30,Thiophene
317,35353466,C1=CC(=CC=C1CN2C3=C(C=CC(=C3)[N+](=O)[O-])OC2=O)Cl,99.35,Other
318,35354409,C1=CC(=CC(=C1)F)CN2C3=C(C=CC(=C3)[N+](=O)[O-])OC2=O,99.83,Other
319,36688758,CC[C@@H](CNC1=C2C(=CC(=C1)OC)C=CC=N2)NC3CCCCC3,1000,Quinoline
320,44156271,C[C@@H]1C(=O)N[C@@](C2=NC3=C(C=CC=CO3)C(=O)N12)(CC4=CC=CC=C4)O,14,Other
321,44269390,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(C=C4)C#N,50,Beta-carboline; Indole; Brassinin
322,44269391,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=CC(=C4)C#N,50,Beta-carboline; Indole; Brassinin
323,44269463,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC(=CC=C4)[N+](=O)[O-],8.28,Beta-carboline; Indole; Brassinin
324,44269503,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC=C(C=C4)Cl,7.58,Beta-carboline; Indole; Brassinin
325,44269504,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC(=CC=C4)Cl,50,Beta-carboline; Indole; Brassinin
326,44269517,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CN=CN4,3.53,Beta-carboline; Imidazole; Indole; Brassinin
327,44467660,C1=CC=C(C=C1)CCOC2=CC=CC=C2C3=CN=CN3,9.1,Imidazole
328,44467799,C1=CC=C(C=C1)COC2=CC=CC=C2C3=CN=CN3,18,Imidazole
329,44468002,CC(C)(C)CCN1C=NC=C1C2=CC=CC=C2O,23,Imidazole
330,44818971,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C=C(C3=O)NCC(C4=CC=C(C=C4)OC)O,8.8,"1H-indole-4,7-dione"
331,44818972,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C(=CC3=O)NCC(C4=CC=C(C=C4)OC)O,2.5,"1H-indole-4,7-dione"
332,44818973,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C4=C(C3=O)NCC4C5=CC=C(C=C5)OC,5.6,"1H-indole-4,7-dione"
333,44818974,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C(=O)C4=C(C3=O)C(CN4)C5=CC=C(C=C5)OC,1.8,"1H-indole-4,7-dione"
334,44819148,COC1=CC=C(C=C1)C2=CNC3=C2C(=O)C4=C(C3=O)C=CN4,22.4,Other
335,44819149,COC1=CC=C(C=C1)C2=CNC3=C2C(=O)C4=C(C3=O)NC=C4,12.6,Other
336,45120708,C1=CC(=CC(=C1)Cl)C2=CN=CN2,2.6,Imidazole
337,45158558,C1=CC=C(C(=C1)CON)I.Cl,0.57,Other
338,45248340,C1CC(CN(C1)CC2=CC=CC=C2O)C3=C(C=NN3)C4=CC=C(C=C4)Cl,18.6,Other
339,45482932,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)NCC4C5=CC=C(C=C5)OC)CCN,5.6,"1H-indole-4,7-dione"
340,45482936,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C(=O)C4=C(C3=O)NC=C4C5=CC=C(C=C5)OC)CCN,11.9,Other
341,45482946,CC1=CC=C(C=C1)S(=O)(=O)N2C=C3CCN=C4C3=C2C(=O)C5=C4NC=C5C6=CC=C(C=C6)OC,4.2,Other
342,45482949,COC1=CC=C(C=C1)C2=CNC3=C2C(=O)C4=C5C3=NCCC5=CN4,7.1,Other
343,46871895,C1=CC=C2C(=C1)C(=C3N2C(=O)C4=C(N3)N=CC=C4)N=O,5.5,Indole; Brassinin
344,47827438,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)C#N,0.096666667,Imidazole
345,47827446,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)F,0.961,Imidazole
346,51003508,CC[C@@H](C)C1=C2N=C3[C@](C=CC=CO3)(C(=O)N2[C@H](C(=O)N1)CC4=CC=CC=C4)OC,14,Other
347,52935731,C1CCC(CC1)CCOC2=CC=CC(=C2C3=CN=CN3)O,1.7,Imidazole
348,52936167,C1=CC(=C(C=C1F)C2=CN=CN2)O,1.7,Imidazole
349,53093882,CC(C)C(=O)N1CCC2=C1C=CC(=C2)CNC(=O)C3=CC=CO3,0.092,Furan
350,54603556,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=CC(=C(C=C3O2)O)O)O)O)O,16.3,Other
351,55254080,C1=CC(=C(C=C1Cl)C2=CN=CN2)O,0.55,Imidazole
352,55281687,C1=CN=CC2=C1ON=C2N,100,Other
353,55289751,C1=C2C(=NOC2=NC=N1)N,100,Other
354,57408307,CN1C(C2=NC3=CC=CC=C3C(=O)N2C4=CC=CC=C4C1=O)[C@@H](C5=CC=CC=C5)O,21.2,Other
355,57611775,C1=CC=C(C=C1)COC(=O)N[C@@H](CC2C3=CC=CC=C3NC2=O)C(=O)O,1.28,Other
356,58294074,CC(C)CCOC1=CC=CC=C1C2=CN=CN2,6.6,Imidazole
357,58294080,CC1=CC(=C(C=C1)O)C2=CN=CN2,0.64,Imidazole
358,58294086,C1=CC=C(C=C1)CCCOC2=CC=CC=C2C3=CN=CN3,16,Imidazole
359,58294088,C1CCC(CC1)CCOC2=CC=CC=C2C3=CN=CN3,3.8,Imidazole
360,58294092,C1=CC=C(C=C1)C2=CN=CN2CCO,1000,Imidazole
361,58294099,CNC(=O)CN1C=NC=C1C2=CC=CC=C2,187,Imidazole
362,58294110,C1COC2=CC=CC=C2C3=CN=CN31,312,Imidazole
363,58294117,C1=C(C=C(C(=C1C2=CN=CN2)O)F)Cl,0.3,Imidazole
364,58294132,C1CC1CCOC2=CC=CC=C2C3=CN=CN3,5.1,Imidazole
365,58294141,C1CCC(C1)CCOC2=CC=CC=C2C3=CN=CN3,7.2,Imidazole
366,58294147,C1=C(C=C(C(=C1C2=CN=CN2)O)F)F,0.96,Imidazole
367,58294169,CC(C)(C)CCOC1=CC=CC=C1C2=CN=CN2,7.8,Imidazole
368,58294216,C1=CC(=C(C=C1Br)C2=CN=CN2)O,0.76,Imidazole
369,58294226,C1=CC=C(C(=C1)C2=CN=CN2)OCCN3C=CC=N3,44,Imidazole
370,58294227,CNC(=O)CCN1C=NC=C1C2=CC=CC=C2,1000,Imidazole
371,58693509,COC1=CC=C(C=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,1,Imidazole
372,58934072,CC1=CC2=C(C=C1)N3C(=NC4=C(C3=O)C=CC=N4)C2=O,0.55,Other
373,58934073,COC1=CC2=C(C=C1)N3C(=NC4=C(C3=O)C=CC=N4)C2=O,0.55,Other
374,60154724,CC1=C(C=C(C=C1)Cl)C2=NNN=C2,9.15,Triazole
375,60154725,C1=CC(=C(C=C1Cl)C2=NNN=C2)Cl,20.2,Triazole
376,60154726,C1=CC(=C(C(=C1)Cl)Cl)C2=NNN=C2,61.5,Triazole
377,60154727,CC1=C(C=CC=C1Cl)C2=NNN=C2,72,Triazole
378,60154728,CC1=C(C(=CC=C1)N)C2=NNN=C2,1200,Triazole
379,60154729,CC1=C(C(=CC=C1)NC(=O)C(F)(F)F)C2=NNN=C2,3000,Triazole
380,60154730,CC1=C(C=C(C=C1)N)C2=NNN=C2,3200,Triazole
381,60156091,CCC1=CC(=CC=C1)C2=NNN=C2,13,Triazole
382,60156092,C1=CN=C(C=C1C2=NNN=C2)Cl,3.15,Triazole
383,60156093,C1=CN=C(C=C1C2=NNN=C2)Br,3.1,Triazole
384,60156094,C1=CN=C(C=C1C2=NNN=C2)F,7.2,Triazole
385,60156095,C1=CN=C(C=C1C2=NNN=C2)C(F)(F)F,35.5,Triazole
386,60156096,CNC1=CC=CC=C1C2=NNN=C2,1800,Triazole
387,60623327,C1=CC=C2C(=C1)N(C(=O)O2)CC(=O)C3=CC=C(C=C3)F,53.13,Other
388,60623350,C1=CC=C2C(=C1)N(C(=O)O2)CC(=O)C3=CC(=CC=C3)Cl,49.25,Other
389,62072644,C1=CC(=C(C=C1Br)C2=NC=NN2)N,0.02,Other
390,62706038,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3C(CCC4(C)C)Br,5.75,Furan
391,63880257,COC1=CC=CC=C1C(=O)C2=CNC3=C2C=C(C=C3)Cl,200,Indole; Brassinin
392,66558197,C1CCC(CC1)C(CC2C3=C(C=CC=C3Cl)C4=CN=CN24)O,0.87,"Imidazole; 5H-imidazo(5,1-a)isoindole"
393,66558199,C1=CC=C2C(=C1)C(N3C2=CN=C3)CCO,6.7,"Imidazole; 5H-imidazo(5,1-a)isoindole"
394,66558287,C1CCC(CC1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,0.603333333,"Imidazole; 5H-imidazo(5,1-a)isoindole"
395,66558294,C1CCC(CC1)C(CC2C3=CC=CC=C3C4=CN=CN24)N,0.733333333,"Imidazole; 5H-imidazo(5,1-a)isoindole"
396,66558377,C1CCC(CC1)C(CC2C3=C(C=C(C=C3)Cl)C4=CN=CN24)O,6.9,"Imidazole; 5H-imidazo(5,1-a)isoindole"
397,66558379,CC(=O)N1CCC(CC1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,1.525,"Imidazole; 5H-imidazo(5,1-a)isoindole"
398,66558380,C1=CC=C(C=C1)C(=O)CC2C3=CC=CC=C3C4=CN=CN24,2.875,"Imidazole; 5H-imidazo(5,1-a)isoindole"
399,66558554,C1CCC(CC1)[C@H](C[C@@H]2C3=CC=CC=C3C4=CN=CN24)O,9.5,"Imidazole; 5H-imidazo(5,1-a)isoindole"
400,66558639,C1CN(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)C(=O)NC5=CC=CC=C5,1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
401,66558640,C1CN(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)C(=O)C5=CC=C(C=C5)F,1.475,"Imidazole; 5H-imidazo(5,1-a)isoindole"
402,66558723,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(C4=CN=CC=C4)O,1.725,"Imidazole; 5H-imidazo(5,1-a)isoindole"
403,66558811,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(C4=CC=NC=C4)O,0.685,"Imidazole; 5H-imidazo(5,1-a)isoindole"
404,66558888,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(C4=CC=CC=N4)O,8.8,"Imidazole; 5H-imidazo(5,1-a)isoindole"
405,66571345,CC1=COC2=C1C(=C(C3=C2C=CC4=C3CCCC4(C)C)OC(=O)C)OC(=O)C,10,Furan
406,66760716,C1=C(C=C(C=C1F)F)CON.Cl,3.4,Other
407,66761410,C1=CC(=C(C=C1F)F)CON.Cl,1.4,Other
408,66761654,CC1=CC(=CC=C1)CON.Cl,2.7,Other
409,67036471,CC1=CC2=C(C=C1)NC=C2C3CC(=O)NC3=O,53,"Indole; Brassinin; 3-(1H-indol-3-yl)pyrrolidine-2,5-dione"
410,67131986,C1=CC(=CC(=C1)I)CON.Cl,0.34,Other
411,67132094,C1=CC(=C(C=C1F)C(F)(F)F)CON.Cl,2.4,Other
412,67132131,C1=CC(=CC=C1CON)Br.Cl,1.6,Other
413,67207384,C1=C(C=C(C(=C1C2=CN=CN2)O)Cl)F,47,Imidazole
414,67222089,CC(=O)NCCN1C=NC=C1C2=CC=CC=C2,1000,Imidazole
415,68348080,C1C2=C(C(=CC=C2)O)C3=CN=CN31,3.1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
416,68348135,C1=CC(=C(C(=C1)Cl)O)C2=CN=CN2,32,Imidazole
417,68348137,C1=CC=C(C(=C1)C2=CN=CN2)OCCC3=CN=CN=C3,154,Imidazole
418,68510185,CN1C=NC=C1C2=CC=CC=C2N,1700,Imidazole
419,69476274,CC(C)C1=CC=C(C=C1)CON.Cl,15,Other
420,70874141,C1CCC(CC1)C(=O)N2CCC(CC2)C(CC3C4=CC=CC=C4C5=CN=CN35)O,0.835,"Imidazole; 5H-imidazo(5,1-a)isoindole"
421,70874201,C1CC(CCC1[C@@H](C[C@@H]2C3=C(C=CC=C3F)C4=CN=CN24)O)O,2.05,"Imidazole; 5H-imidazo(5,1-a)isoindole"
422,70874317,C1CC(CCC1C(CC2C3=C(C=CC=C3F)C4=CN=CN24)O)(F)F,1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
423,70874322,CC(C)(C)OC(=O)N1CC(C1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,0.905,"Imidazole; 5H-imidazo(5,1-a)isoindole"
424,70874391,C1CCC(C1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,0.58,"Imidazole; 5H-imidazo(5,1-a)isoindole"
425,70874393,C1COCCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O,0.895,"Imidazole; 5H-imidazo(5,1-a)isoindole"
426,70874412,C1CCC(CC1)C(CC2C3=C(C=CC(=C3)Cl)C4=CN=CN24)O,0.605,"Imidazole; 5H-imidazo(5,1-a)isoindole"
427,70874453,C1CCC(CC1)C(CC2C3=C(C=CC=C3F)C4=CN=CN24)O,0.0245,"Imidazole; 5H-imidazo(5,1-a)isoindole"
428,70874544,C1CC(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)(F)F,1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
429,70874603,C1CC(=O)CCC1C(CC2C3=C(C=CC=C3F)C4=CN=CN24)O,0.8,"Imidazole; 5H-imidazo(5,1-a)isoindole"
430,70874604,C1CCC(CC1)[C@H](C[C@H]2C3=CC=CC=C3C4=CN=CN24)O,1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
431,70874605,C1CN(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)C(=O)CC5=CC=CC=C5,1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
432,70874703,C1CCC(CC1)C(CC2C3=C(C=C(C=C3)F)C4=CN=CN24)O,2.275,"Imidazole; 5H-imidazo(5,1-a)isoindole"
433,70874768,C1CCC(CC1)C(=O)CC2C3=C(C=CC=C3F)C4=CN=CN24,0.4145,"Imidazole; 5H-imidazo(5,1-a)isoindole"
434,70874783,C1CCC(CC1)[C@@H](C[C@H]2C3=CC=CC=C3C4=CN=CN24)O,0.703333333,"Imidazole; 5H-imidazo(5,1-a)isoindole"
435,70874786,C1CN(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)C(=O)CC5=CC=C(C=C5)F,1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
436,70874818,C1CCC(CC1)[C@@H](C[C@@H]2C3=CC=CC=C3C4=CN=CN24)O,0.775,"Imidazole; 5H-imidazo(5,1-a)isoindole"
437,70874831,CC(C)(C)OC(=O)N1CCC(CC1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,0.57,"Imidazole; 5H-imidazo(5,1-a)isoindole"
438,70874868,C1=CC=C(C=C1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,0.665,"Imidazole; 5H-imidazo(5,1-a)isoindole"
439,70874889,CC(C)(CC1C2=CC=CC=C2C3=CN=CN13)O,7.7,"Imidazole; 5H-imidazo(5,1-a)isoindole"
440,70874895,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(C4=CN=CS4)O,1.175,"Imidazole; 5H-imidazo(5,1-a)isoindole"
441,70874916,C1CC(CCC1C(CC2C3=C(C=CC=C3F)C4=CN=CN24)O)O,0.532,"Imidazole; 5H-imidazo(5,1-a)isoindole"
442,70874941,C1CCC(CC1)CC(CC2C3=CC=CC=C3C4=CN=CN24)O,0.953,"Imidazole; 5H-imidazo(5,1-a)isoindole"
443,70914178,C1CCC(CC1)C(=O)CC2C3=CC=CC=C3C4=CN=CN24,0.645333333,"Imidazole; 5H-imidazo(5,1-a)isoindole"
444,70914181,CN1C=C(N=C1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,113.5,"Imidazole; 5H-imidazo(5,1-a)isoindole"
445,70914208,C1CC(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)NC(=O)C5=CC=CC=C5,1,"Imidazole; 5H-imidazo(5,1-a)isoindole"
446,70914212,C1CC(CCC1[C@H](C[C@@H]2C3=C(C=CC=C3F)C4=CN=CN24)O)O,1.375,"Imidazole; 5H-imidazo(5,1-a)isoindole"
447,70914219,C1CN(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)C(=O)CC5=CC=NC=C5,0.615,"Imidazole; 5H-imidazo(5,1-a)isoindole"
448,70914230,C1CC(CCC1[C@@H](C[C@H]2C3=C(C=CC=C3F)C4=CN=CN24)O)O,0.0511,"Imidazole; 5H-imidazo(5,1-a)isoindole"
449,70914234,C1CC(CCC1[C@H](C[C@H]2C3=C(C=CC=C3F)C4=CN=CN24)O)O,0.813333333,"Imidazole; 5H-imidazo(5,1-a)isoindole"
450,70914358,C1CN(CCC1C(CC2C3=CC=CC=C3C4=CN=CN24)O)C(=O)CC5=CN=CN=C5,0.85,"Imidazole; 5H-imidazo(5,1-a)isoindole"
451,70925897,C1CCC(CC1)N2C=NC=C2C3=C(C=CC(=C3)Cl)O,1.9,Imidazole
452,71458329,C1=CC(=CC(=C1)F)C2=NNN=C2,73.5,Triazole
453,71565257,CC1=NC=C2C(=NOC2=N1)N,100,Other
454,71748422,C1=C(C=NC2=C1C(=NO2)N)Br,55,Other
455,75124017,CC1=CC(=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2OC(C)C)O,10.8,Other
456,75124018,CC1=CC(=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2OC)O,20.6,Other
457,75202656,C1=CC(=CC=C1NC2=NNN=C2)Cl,23.04,Triazole
458,75405939,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC(=CN4)Br,0.0316,Imidazole
459,76320783,C1=CC=C2C(=C1)C(=O)N3[C@@H](N2)[C@@H](C4=C3C=CC(=C4)F)O,6.21,Other
460,76327994,C1=CC=C2C(=C1)[C@H]([C@H]3N2C(=O)C4=C(N3)C=CC(=C4)F)O,451,Other
461,76327995,C1=CC=C(C=C1)C2=CN(N=N2)CC3=CC4=C(C=C3)N=C5C(=O)C6=C(N5C4=O)C=CC(=C6)F,39.1,Triazole; Tryptanthrin
462,76334268,C1=CC=C(C=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,1.6,Imidazole
463,77952883,C1CCC(CC1)CCC2C3=CC=CC=C3C4=CN=CN24,0.135,"Imidazole; 5H-imidazo(5,1-a)isoindole"
464,78319124,CC1=NOC(=C1)NC(=O)NC2=C(C=CC(=C2)C(C)CC(=O)O)N(CC(C)C)CC(C)C,0.003,Other
465,78425875,CC1=NOC(=C1)NC(=O)NC2=C(C=CC(=C2)[C@H]3C[C@H]3C(=O)O)N(CC(C)C)C4CCCCC4,0.0005,Other
466,80461291,C1=CC(=NC2=C1C(=NO2)N)C(F)(F)F,1,Other
467,80461333,C1CCC2=NC3=C(C=C2C1)C(=NO3)N,100,Other
468,80461334,C1CC2=CC3=C(N=C2C1)ON=C3N,100,Other
469,82401569,C1=CC(=C(C=C1Cl)N2C=CN=C2)N,88,Imidazole
470,83668456,C1=CC(=NC2=C1C(=NO2)N)Cl,5.5,Other
471,84048259,C1=C(C=NC2=C1C(=NO2)N)Cl,55,Other
472,84732043,CN1C=NC=C1C2=CC=CC=C2O,38,Imidazole
473,85469240,CN1CCN(CC1)C2=CC3=C(C=C2)N=C4C(=O)C5=C(N4C3=O)C=CC(=C5)F,1.523333333,Tryptanthrin
474,85469241,C1CCN(CC1)C2=CC3=C(C=C2)N=C4C(=O)C5=C(N4C3=O)C=CC(=C5)F,2.02,Tryptanthrin
475,85469242,CN(C)C1=CC2=C(C=C1)N=C3C(=O)C4=C(N3C2=O)C=CC(=C4)F,10.35,Tryptanthrin
476,85469243,C1CN(CCN1)C2=CC3=C(C=C2)N=C4C(=O)C5=C(N4C3=O)C=CC(=C5)F,0.975,Tryptanthrin
477,85469292,CN1CCN(CC1)C2=CC3=C(C=C2)N=C4C(=O)C5=CC=CC=C5N4C3=O,5.485,Tryptanthrin
478,85626388,C1CC(=O)C(C(=O)C1)C2(C3=CC=CC=C3NC2=O)O,4.73,Other
479,86000892,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C4=CC(=CC=C4)Br,4.95,Beta-carboline; Indole; Brassinin
480,86240717,C1C(C(=O)NC1=O)C2=CNC3=CC(=C(C=C32)F)F,1.8,"Indole; Brassinin; 3-(1H-indol-3-yl)pyrrolidine-2,5-dione"
481,86240725,C1C(C(=O)NC1=O)C2=CNC3=C2C=CC(=C3)Cl,2.1,"Indole; Brassinin; 3-(1H-indol-3-yl)pyrrolidine-2,5-dione"
